FAA Site Number,Loc ID,Airport Name,Associated City,State,Region,ADO,Use,Latitude,Longitude,Airport Ownership,Part 139,NPIAS Service Level,NPIAS Hub Type,Airport Control Tower,Fuel,Other Services,Based Aircraft Total,Total Operations
04191.12*H,98ID,WALTER KNOX MEMORIAL HOSPITAL,EMMETT,ID,ANM,HLN,PR,43-52-50.1000N,116-29-04.4800W,PR,,NON-NPIAS,,N,,,0,0 
00797.51*A,AZ49,WALTER RANCH,STANFIELD,AZ,AWP,PHX,PR,32-53-44.1770N,112-15-13.5250W,PR,,NON-NPIAS,,N,,,2,0 
08468.03*H,60MD,WALTER REED NATL MED CTR,BETHESDA,MD,AEA,DCA,PR,38-59-58.6200N,077-05-44.3700W,MN,,NON-NPIAS,,N,,,0,0 
26097.*A,WA79,WALTER SUTTON'S PRIVATE STRIP,AMBOY,WA,ANM,SEA,PR,45-55-59.4020N,122-25-04.3530W,PR,,NON-NPIAS,,N,,,5,0 
27534.4*A,WI28,WALTER'S AGRI-CENTER,RIO CREEK,WI,AGL,CHI,PR,44-35-09.9920N,087-33-27.3230W,PR,,NON-NPIAS,,N,,,12,750 
02025.*A,CN98,WALTER'S CAMP,PALO VERDE,CA,AWP,LAX,PR,33-14-44.0000N,114-42-37.0000W,PR,,NON-NPIAS,,N,,,0,0 
15167.6*A,42NY,WALTER'S FIELD,EAST HOMER,NY,AEA,NYC,PR,42-40-08.4000N,076-03-22.2000W,PR,,NON-NPIAS,,N,,,1,0 
08595.485*A,0MD6,WALTERS,MOUNT AIRY,MD,AEA,DCA,PR,39-22-52.3720N,077-06-20.9310W,PR,,NON-NPIAS,,N,,,1,0 
06033.02*H,IA14,WALTERS,GUTTENBERG,IA,ACE,NONE,PR,42-48-20.9600N,091-07-05.4650W,PR,,NON-NPIAS,,N,,,0,0 
26245.9*U,WN80,WALTERS ARV,KELSO,WA,ANM,SEA,PR,46-05-52.4070N,122-51-55.3930W,PR,,NON-NPIAS,,N,,,0,0 
19295.11*A,3O5,WALTERS MUNI,WALTERS,OK,ASW,AOK,PU,34-22-21.3040N,098-24-21.1890W,PU,,General Aviation,,N,,AGRI,3,800 
09366.01*H,MA76,WALTHAM WESTON HOSPITAL & MEDICAL CENTER,WALTHAM,MA,ANE,NONE,PR,42-22-03.3460N,071-14-53.2010W,PR,,NON-NPIAS,,N,,,0,0 
20047.*A,87PA,WALTMAN,CHICORA,PA,AEA,HAR,PR,40-55-35.2290N,079-44-19.1790W,PR,,NON-NPIAS,,N,,,1,0 
22629.7*A,SD42,WALTNER & RICHARDS,BRIDGEWATER,SD,AGL,DMA,PR,43-33-59.9340N,097-32-01.2380W,PR,,NON-NPIAS,,N,,,4,0 
16344.*A,2NK7,WALTON,WALTON,NY,AEA,NYC,PR,42-09-28.3070N,075-08-52.6080W,PR,,NON-NPIAS,,N,,,4,0 
03928.01*H,GA38,WALTON RGNL MEDICAL CENTER,MONROE,GA,ASO,ATL,PR,33-47-59.9900N,083-44-58.7500W,PU,,NON-NPIAS,,N,,,0,0 
20439.15*A,34PA,WALTZ,GETTYSBURG,PA,AEA,HAR,PR,39-45-38.3520N,077-11-34.9430W,PR,,NON-NPIAS,,N,,,1,0 
06712.2*A,4KS,WALZ,KIOWA,KS,ACE,NONE,PU,37-02-42.5900N,098-34-12.6500W,PR,,NON-NPIAS,,N,,,2,950 
10034.5*A,95MI,WAMBERG AIRFIELD,LUTHER,MI,AGL,DET,PR,44-05-13.2930N,085-43-50.6695W,PR,,NON-NPIAS,,N,,,0,0 
06957.1*A,69K,WAMEGO MUNI,WAMEGO,KS,ACE,NONE,PU,39-11-52.2900N,096-15-32.1850W,PU,,NON-NPIAS,,N,,,11,2250 
08756.01*C,27MA,WAMSETTO,BERKLEY,MA,ANE,NONE,PR,41-49-14.0000N,071-06-53.0000W,PR,,NON-NPIAS,,N,,,0,0 
06551.2*A,SN36,WAMSLEY FIELD,CONWAY SPRINGS,KS,ACE,NONE,PR,37-25-35.0690N,097-38-16.1790W,PR,,NON-NPIAS,,N,,,4,0 
15130.2*G,NY77,WANDERVOGEL,DELANSON,NY,AEA,NYC,PR,42-43-05.2720N,074-09-48.4620W,PR,,NON-NPIAS,,N,,,2,0 
09036.1*H,1MA4,WANG,LOWELL,MA,ANE,NONE,PR,42-36-33.3300N,071-19-18.2170W,PR,,NON-NPIAS,,N,,,0,0 
19634.21*A,OR53,WAPINITIA,WAPINITIA,OR,ANM,SEA,PR,45-08-44.4230N,121-13-44.2270W,PR,,NON-NPIAS,,N,,,1,0 
18821.*A,8OK1,WARBONNET,BLANCHARD,OK,ASW,AOK,PR,35-10-06.0000N,097-42-39.0000W,PR,,NON-NPIAS,,N,,,1,0 
05094.9*A,II27,WARD,ARCADIA,IN,AGL,CHI,PR,40-10-00.1360N,085-56-26.9370W,PR,,NON-NPIAS,,N,,,1,0 
23414.5*A,5T0,WARD AIRPARK,BEASLEY,TX,ASW,TEX,PU,29-30-09.8000N,095-56-09.5000W,PR,,NON-NPIAS,,N,,,1,250 
01606.*A,0O9,WARD FIELD,GASQUET,CA,AWP,SFO,PU,41-50-44.1000N,123-59-05.2000W,PU,,NON-NPIAS,,N,,,6,2000 
13403.01*A,NH20,WARD FIELD,SANBORNTON,NH,ANE,NONE,PR,43-29-32.2730N,071-38-45.2760W,PR,,NON-NPIAS,,N,,,0,0 
01220.2*A,0CA8,WARD RANCH,AGUANGA,CA,AWP,LAX,PR,33-25-40.1150N,116-50-33.0840W,PR,,NON-NPIAS,,N,,,0,5 
08604.02*A,4MD2,WARD'S,OAKLAND,MD,AEA,DCA,PR,39-25-47.3430N,079-27-14.1660W,PR,,NON-NPIAS,,N,,,1,0 
00972.42*A,7AR1,WARD'S,EUDORA,AR,ASW,AOK,PR,33-02-00.9948N,091-20-29.3700W,PR,,NON-NPIAS,,N,,,0,0 
26454.*A,2S4,WARDEN,WARDEN,WA,ANM,SEA,PU,46-57-56.9348N,119-03-58.7942W,PU,,NON-NPIAS,,N,,AGRI,3,4300 
09795.01*A,MI15,WARDS LONG ACRES,FAIR HAVEN,MI,AGL,DET,PR,42-43-45.1150N,082-39-54.6990W,PR,,NON-NPIAS,,N,,,1,0 
09371.*A,MA53,WARE,WARE,MA,ANE,NONE,PR,42-16-55.3310N,072-12-53.2860W,PR,,NON-NPIAS,,N,,,0,27700 
00233.1*A,01AL,WARE ISLAND,CLANTON,AL,ASO,JAN,PR,32-56-45.4420N,086-30-49.9260W,PR,,NON-NPIAS,,N,,,3,400 
26310.*H,0WA5,WARE MOUNTAIN,MOUNT VERNON,WA,ANM,SEA,PR,48-22-45.4400N,122-17-18.5600W,PR,,NON-NPIAS,,N,,,0,0 
05068.02*H,IS99,WARE-WOLF LAKE,WOLF LAKE,IL,AGL,CHI,PR,37-30-27.0000N,089-26-20.0000W,PR,,NON-NPIAS,,N,,,0,0 
17054.*A,6A5,WARF,REIDSVILLE,NC,ASO,MEM,PU,36-19-26.4000N,079-42-33.6000W,PR,,NON-NPIAS,,N,,,12,3300 
50053.*C,BNF,WARM SPRING BAY,BARANOF,AK,AAL,NONE,PU,57-05-19.7730N,134-49-59.3090W,PU,,General Aviation,,N,,CARGO,0,300 
04235.*A,0U1,WARM SPRINGS CREEK,LOWMAN,ID,ANM,HLN,PU,44-08-32.0000N,115-18-50.6000W,PU,,NON-NPIAS,,N,,,0,1600 
18618.1*A,8OA6,WARNER AIRSTRIP,VICKERY,OH,AGL,DET,PR,41-23-10.1880N,082-53-49.6830W,PR,,NON-NPIAS,,N,,,1,0 
00963.01*H,AR47,WARNER BROWN HOSPITAL,EL DORADO,AR,ASW,AOK,PR,33-12-48.4670N,092-40-04.5630W,PR,,NON-NPIAS,,N,,,0,0 
02467.42*H,96CA,WARNER CENTER PLAZA ONE,WOODLAND HILLS,CA,AWP,LAX,PR,34-10-44.0180N,118-35-57.3090W,PR,,NON-NPIAS,,N,,,0,0 
04087.1*A,5A2,WARNER ROBINS AIR PARK,WARNER ROBINS,GA,ASO,ATL,PU,32-33-38.3000N,083-40-36.3000W,PR,,NON-NPIAS,,N,,,35,2000 
02420.*G,CL35,WARNER SPRINGS,WARNER SPRINGS,CA,AWP,LAX,PR,33-17-04.2100N,116-40-10.7650W,PR,,NON-NPIAS,,N,,,10,0 
19579.9*A,20OR,WARNER'S,REDLAND,OR,ANM,SEA,PR,45-19-30.0000N,122-25-27.0000W,PR,,NON-NPIAS,,N,,,2,0 
20785.01*H,4PA2,WARNER-LAMBERT,LITITZ,PA,AEA,HAR,PR,40-09-08.3410N,076-18-20.8450W,PR,,NON-NPIAS,,N,,,0,0 
07478.12*A,23LA,WARNER-THUNDER HILL,COVINGTON,LA,ASW,LNM,PR,30-37-48.6810N,090-04-46.2840W,PR,,NON-NPIAS,,N,,,3,0 
18628.*A,62D,WARREN,WARREN,OH,AGL,DET,PU,41-16-01.3000N,080-55-38.5000W,PR,,General Aviation,,N,100LLMOGAS,,0,14738 
04352.1*A,3U1,WARREN /USFS/,WARREN,ID,ANM,HLN,PU,45-16-05.2000N,115-41-01.0000W,PU,,NON-NPIAS,,N,,,0,1300 
21673.*A,7PA1,WARREN AIRPARK,WARREN,PA,AEA,HAR,PR,41-51-57.2120N,079-12-22.1680W,PR,,NON-NPIAS,,N,,,5,0 
19134.21*H,99OK,WARREN CAT,OKLAHOMA CITY,OK,ASW,AOK,PR,35-27-53.2110N,097-36-15.1450W,PR,,NON-NPIAS,,N,,,0,0 
23083.*A,RNC,WARREN COUNTY MEMORIAL,MC MINNVILLE,TN,ASO,MEM,PU,35-41-55.3540N,085-50-37.7420W,PU,,General Aviation,,N,100LLA+,,32,25910 
13744.71*H,NJ77,WARREN COUNTY PUBLIC SAFETY DEPT,FRANKLIN,NJ,AEA,HAR,PR,40-44-27.5000N,075-01-17.4000W,PR,,NON-NPIAS,,N,,,0,0 
18076.1*A,I68,WARREN COUNTY/JOHN LANE FIELD,LEBANON,OH,AGL,DET,PU,39-27-43.8230N,084-15-06.6497W,PU,,General Aviation,,N,100LLA,INSTR  RNTL,96,31525 
03880.*A,3GA3,WARREN FIELD,LOOKOUT MOUNTAIN,GA,ASO,ATL,PR,34-52-16.0000N,085-26-15.0000W,PR,,NON-NPIAS,,N,,,1,0 
21673.01*H,PA97,WARREN GENERAL HOSPITAL,WARREN,PA,AEA,HAR,PR,41-50-38.2140N,079-09-17.1610W,PR,,NON-NPIAS,,N,,,0,0 
14395.4*A,NJ24,WARREN GROVE RANGE,BURLINGTON COUNTY,NJ,AEA,HAR,PR,39-42-48.0000N,074-24-00.0000W,MR,,NON-NPIAS,,N,,,0,0 
14384.01*H,JY18,WARREN HOPELY,VINCENTOWN,NJ,AEA,HAR,PR,39-55-42.0000N,074-45-44.0000W,PR,,NON-NPIAS,,N,,,0,0 
14183.17*H,5NJ7,WARREN HOSPITAL,PHILLIPSBURG,NJ,AEA,HAR,PR,40-42-10.9000N,075-10-41.4000W,PR,,NON-NPIAS,,N,,,0,0 
01200.1*A,3M9,WARREN MUNI,WARREN,AR,ASW,AOK,PU,33-33-37.5960N,092-05-07.3990W,PU,,General Aviation,,N,100LL,,9,3300 
11052.8*A,D37,WARREN MUNI,WARREN,MN,AGL,DMA,PU,48-11-28.2000N,096-42-40.7000W,PU,,NON-NPIAS,,N,,AGRI  SALES,6,19000 
17458.41*A,ND42,WARREN PIETSCH,SAWYER,ND,AGL,DMA,PR,48-06-11.0000N,101-04-42.5000W,PR,,NON-NPIAS,,N,A    MOGAS,AGRI  CHTR  GLD  INSTR  TOW,16,1420 
25577.*A,0B7,WARREN-SUGARBUSH,WARREN,VT,ANE,NONE,PU,44-07-02.6000N,072-49-37.2000W,PR,,General Aviation,,N,100LL,GLD  INSTR  RNTL  TOW,0,17620 
26049.*A,7VG0,WARRENTON AIR PARK,WARRENTON,VA,AEA,DCA,PR,38-39-20.4330N,077-47-13.9750W,PR,,NON-NPIAS,,N,,GLD  INSTR  SALES  TOW,23,10200 
26049.2*A,HWY,WARRENTON-FAUQUIER,WARRENTON,VA,AEA,DCA,PU,38-35-10.6000N,077-42-38.3000W,PU,,Reliever,,N,100LLA,CHTR  INSTR  RNTL,92,46181 
11053.*A,RRT,WARROAD INTL MEMORIAL,WARROAD,MN,AGL,DMA,PU,48-56-29.3000N,095-20-54.5000W,PU,,General Aviation,,N,100LLA,RNTL  SALES,12,9000 
05738.*A,ASW,WARSAW MUNI,WARSAW,IN,AGL,CHI,PU,41-16-28.9000N,085-50-24.2000W,PU,,General Aviation,,N,100LLA,AFRT  CHTR  INSTR  RNTL,26,17959 
12203.*A,RAW,WARSAW MUNI,WARSAW,MO,ACE,NONE,PU,38-20-52.2500N,093-20-43.3950W,PU,,General Aviation,,N,100LL,,10,3320 
23749.01*A,4TA1,WARSCHUN RANCH,DENTON,TX,ASW,TEX,PR,33-18-10.4200N,097-06-41.0420W,PR,,NON-NPIAS,,N,,,1,0 
26142.*A,5WA7,WARWICK,CENTERVILLE,WA,ANM,SEA,PR,45-42-59.4410N,120-59-04.2440W,PR,,NON-NPIAS,,N,,,0,0 
16355.*A,N72,WARWICK MUNI,WARWICK,NY,AEA,NYC,PU,41-17-15.3370N,074-17-13.5410W,PU,,General Aviation,,N,100LL,INSTR  RNTL,48,4500 
26948.1*C,WV43,WARWOOD - MARTINS FERRY,WHEELING,WV,AEA,BKW,PR,40-05-35.2600N,080-43-04.2920W,PR,,NON-NPIAS,,N,,,1,0 
19635.*A,35S,WASCO STATE,WASCO,OR,ANM,SEA,PU,45-35-21.1350N,120-40-26.3450W,PU,,General Aviation,,N,,AGRI,6,2435 
02422.*A,L19,WASCO-KERN COUNTY,WASCO,CA,AWP,LAX,PU,35-37-11.5000N,119-21-13.4000W,PU,,General Aviation,,N,100LL,AGRI,7,10000 
11055.1*A,ACQ,WASECA MUNI,WASECA,MN,AGL,DMA,PU,44-04-24.4700N,093-33-10.5970W,PU,,General Aviation,,N,100LLMOGAS,INSTR  SALES  SURV,20,12500 
27905.1*H,WY35,WASHAKIE MEMORIAL HOSPITAL,WORLAND,WY,ANM,DEN,PR,43-57-55.8440N,107-57-01.3360W,PR,,NON-NPIAS,,N,,,0,0 
11754.1*A,62MO,WASHBURN FARM,GRAIN VALLEY,MO,ACE,NONE,PR,39-03-38.0230N,094-12-11.8080W,PR,,NON-NPIAS,,N,,,1,0 
17486.*A,5C8,WASHBURN MUNI,WASHBURN,ND,AGL,DMA,PU,47-21-04.2000N,101-01-33.2000W,PU,,General Aviation,,N,,AGRI,17,2300 
08656.7*H,6MD9,WASHINGTON ADVENTIST HOSPITAL,TAKOMA PARK,MD,AEA,DCA,PR,38-59-09.4200N,077-00-06.9300W,PR,,NON-NPIAS,,N,,,0,0 
26115.5*H,WA94,WASHINGTON AIR MUSEUM,BLACK DIAMOND,WA,ANM,SEA,PR,47-20-02.3630N,122-01-25.4130W,PR,,NON-NPIAS,,N,,,0,0 
12029.01*A,8WC,WASHINGTON COUNTY,POTOSI,MO,ACE,NONE,PU,37-55-45.1029N,090-43-53.3425W,PU,,General Aviation,,N,100LLA,,11,1380 
21682.*A,AFJ,WASHINGTON COUNTY,WASHINGTON,PA,AEA,HAR,PU,40-08-11.3000N,080-17-24.7000W,PU,,General Aviation,,N,100LLA,AMB  CARGO  CHTR  INSTR  SALES,80,42050 
17018.21*H,0NC3,WASHINGTON COUNTY HOSPITAL,PLYMOUTH,NC,ASO,MEM,PR,35-52-30.5820N,076-41-58.7940W,PU,,NON-NPIAS,,N,,,0,0 
04895.*H,2LL8,WASHINGTON COUNTY HOSPITAL,NASHVILLE,IL,AGL,CHI,PR,38-20-20.0000N,089-23-32.0000W,PR,,NON-NPIAS,,N,,,0,0 
06398.01*H,3IA0,WASHINGTON COUNTY HOSPITAL,WASHINGTON,IA,ACE,NONE,PR,41-17-21.0610N,091-41-15.6000W,PU,,NON-NPIAS,,N,,,0,0 
03987.21*H,58GA,WASHINGTON COUNTY REGIONAL MEDICAL CENTER,SANDERSVILLE,GA,ASO,ATL,PR,32-59-52.5530N,082-48-16.4950W,PU,,NON-NPIAS,,N,,,0,0 
06962.1*A,K38,WASHINGTON COUNTY VETERAN'S MEMORIAL,WASHINGTON,KS,ACE,NONE,PU,39-44-06.6000N,097-02-51.3000W,PU,,NON-NPIAS,,N,,AGRI,3,1700 
03002.*A,IAD,WASHINGTON DULLES INTL,WASHINGTON,DC,AEA,DCA,PU,38-56-50.8000N,077-27-35.8000W,PU,I E S 05/1973,Primary,Large,Y,100LLA,AFRT  AVNCS  CARGO  SALES,52,308615 
08496.*A,W32,WASHINGTON EXECUTIVE/HYDE FIELD,CLINTON,MD,AEA,DCA,PU,38-44-53.7410N,076-55-58.1410W,PR,,NON-NPIAS,,N,100LLA,CHTR  INSTR  RNTL,49,5894 
08596.51*A,70MD,WASHINGTON FIELD,NANJEMOY,MD,AEA,DCA,PR,38-27-31.4410N,077-14-05.9270W,PR,,NON-NPIAS,,N,,,1,0 
01588.24*H,CL64,WASHINGTON HOSPITAL,FREMONT,CA,AWP,SFO,PR,37-33-22.7690N,121-58-41.8560W,PU,,NON-NPIAS,,N,,,0,0 
27652.*A,2P2,WASHINGTON ISLAND,WASHINGTON ISLAND,WI,AGL,CHI,PU,45-23-17.7165N,086-55-26.5450W,PU,,General Aviation,,N,,,7,6030 
06398.*A,AWG,WASHINGTON MUNI,WASHINGTON,IA,ACE,NONE,PU,41-16-30.1000N,091-40-30.6000W,PU,,General Aviation,,N,100LLA,INSTR  RNTL  SALES,23,13373 
26120.01*H,WA65,WASHINGTON NATIONAL GUARD - SINCLAIR HGTS,BREMERTON,WA,ANM,SEA,PR,43-33-17.4350N,122-40-54.1980W,PU,,NON-NPIAS,,N,,,0,0 
07436.01*H,28LA,WASHINGTON PARISH FIRE DIST 7/OEP,BOGALUSA,LA,ASW,LNM,PR,30-47-00.0000N,089-55-00.0000W,PR,,NON-NPIAS,,N,,,0,0 
03001.4*H,DC01,WASHINGTON POST,WASHINGTON,DC,AEA,DCA,PR,38-54-15.4020N,077-02-03.9160W,PR,,NON-NPIAS,,N,,,0,0 
12204.*A,FYG,WASHINGTON RGNL,WASHINGTON,MO,ACE,NONE,PU,38-35-15.3000N,090-59-37.7000W,PU,,General Aviation,,N,100LL,INSTR  RNTL,34,21500 
00975.06*H,4AR8,WASHINGTON RGNL LANDING,FAYETTEVILLE,AR,ASW,AOK,PR,36-06-29.0000N,094-09-31.0000W,PR,,NON-NPIAS,,N,,,0,0 
17190.*A,OCW,WASHINGTON-WARREN,WASHINGTON,NC,ASO,MEM,PU,35-34-13.7000N,077-02-59.3000W,PU,,General Aviation,,N,100LLA1+,INSTR  PAJA  RNTL,21,17000 
04091.2*A,IIY,WASHINGTON-WILKES COUNTY,WASHINGTON,GA,ASO,ATL,PU,33-46-45.9000N,082-48-57.0000W,PU,,General Aviation,,N,100LLA,,13,6000 
50870.3*A,IYS,WASILLA,WASILLA,AK,AAL,NONE,PU,61-34-19.1501N,149-32-22.4041W,PU,,General Aviation,,N,100LLA,,79,49514 
50584.14*A,05AK,WASILLA CREEK AIRPARK,PALMER,AK,AAL,NONE,PR,61-40-07.1800N,149-11-14.6000W,PR,,NON-NPIAS,,N,,,2,0 
50870.2*C,5L6,WASILLA LAKE,WASILLA,AK,AAL,NONE,PU,61-35-11.0620N,149-24-26.9970W,PU,,NON-NPIAS,,N,,,12,700 
11058.11*A,VWU,WASKISH MUNI,WASKISH,MN,AGL,DMA,PU,48-09-03.6000N,094-30-58.9000W,PU,,NON-NPIAS,,N,,,0,1600 
24984.7*H,TS32,WASKOM,WASKOM,TX,ASW,TEX,PR,32-28-14.5530N,094-03-19.6690W,PR,,NON-NPIAS,,N,,,0,0 
13224.01*H,NH52,WASTE,CONCORD,NH,ANE,NONE,PR,43-12-18.2930N,071-29-03.2530W,PR,,NON-NPIAS,,N,,,0,0 
16560.01*H,NC04,WATAUGA MEDICAL CENTER,BOONE,NC,ASO,MEM,PR,36-11-57.4620N,081-39-05.3820W,PU,,NON-NPIAS,,N,,,0,0 
11480.5*A,33M,WATER VALLEY MUNI,WATER VALLEY,MS,ASO,JAN,PU,34-10-04.3000N,089-41-05.6000W,PU,,General Aviation,,N,,,2,720 
02932.1*A,N41,WATERBURY,WATERBURY,CT,ANE,NONE,PU,41-38-00.3490N,073-02-48.3860W,PR,,NON-NPIAS,,N,,,10,14100 
02870.3*A,OXC,WATERBURY-OXFORD,OXFORD,CT,ANE,NONE,PU,41-28-42.8000N,073-08-06.9000W,PU,,General Aviation,,Y,100LLA,CHTR  INSTR  RNTL  SALES,151,47987 
12277.94*A,23MT,WATERFALL,BOZEMAN,MT,ANM,HLN,PR,45-39-26.0400N,111-02-25.2000W,PR,,NON-NPIAS,,N,,,0,0 
50872.*C,KWF,WATERFALL,WATERFALL,AK,AAL,NONE,PU,55-17-46.7620N,133-14-36.0090W,PR,,NON-NPIAS,,N,,,0,1600 
07586.2*H,LS45,WATERFORD 3,KILLONA,LA,ASW,LNM,PR,29-59-07.7340N,090-28-02.3010W,PR,,NON-NPIAS,,N,,,0,0 
06402.*A,ALO,WATERLOO RGNL,WATERLOO,IA,ACE,NONE,PU,42-33-25.5000N,092-24-01.2000W,PU,I A S 05/1973,Primary,Non-Hub,Y,100LLA,AMB  CHTR  INSTR  RNTL,88,15715 
12665.5*A,37NE,WATERMEIER,BURR,NE,ACE,NONE,PR,40-36-28.0010N,096-18-28.0380W,PR,,NON-NPIAS,,N,,,1,0 
03195.5*H,FD62,WATERS,FORT MEADE,FL,ASO,ORL,PR,27-46-48.3000N,081-38-35.8000W,PR,,NON-NPIAS,,N,,,0,0 
09328.*A,MA97,WATERS,SUTTON,MA,ANE,NONE,PR,42-07-30.3450N,071-44-23.2490W,PR,,NON-NPIAS,,N,,,3,0 
16367.*A,ART,WATERTOWN INTL,WATERTOWN,NY,AEA,NYC,PU,43-59-30.8000N,076-01-14.4000W,PU,I A S 07/1976,Primary,Non-Hub,N,100LLA,CARGO  INSTR  RNTL,31,49948 
27659.*A,RYV,WATERTOWN MUNI,WATERTOWN,WI,AGL,CHI,PU,43-10-10.7000N,088-43-23.6000W,PU,,General Aviation,,N,100LLA,CHTR  INSTR  RNTL  SALES,64,58000 
22822.*A,ATY,WATERTOWN RGNL,WATERTOWN,SD,AGL,DMA,PU,44-54-50.3000N,097-09-17.0000W,PU,I A S 05/1973,General Aviation,,N,100LLA,AFRT  AGRI  CHTR  INSTR  RNTL  SALES,30,14000 
26457.*A,2S5,WATERVILLE,WATERVILLE,WA,ANM,SEA,PU,47-39-21.6160N,120-03-23.2660W,PU,,NON-NPIAS,,N,,AGRI,13,1000 
08389.*A,WVL,WATERVILLE ROBERT LAFLEUR,WATERVILLE,ME,ANE,NONE,PU,44-31-59.7000N,069-40-31.9000W,PU,,General Aviation,,N,100LLA,CHTR  INSTR  RNTL  SALES,21,16200 
10430.01*H,MI87,WATERVLIET COMMUNITY HOSPITAL,WATERVLIET,MI,AGL,MSP,PR,42-11-05.4100N,086-15-01.9600W,PR,,NON-NPIAS,,N,,,0,0 
10430.*A,40C,WATERVLIET MUNI,WATERVLIET,MI,AGL,DET,PU,42-12-00.1370N,086-15-00.0800W,PU,,NON-NPIAS,,N,,,19,1640 
18613.01*H,OH76,WATERWOOD,VERMILION,OH,AGL,DET,PR,41-23-21.1700N,082-27-00.6020W,PR,,NON-NPIAS,,N,A,,0,0 
17488.1*A,S25,WATFORD CITY MUNI,WATFORD CITY,ND,AGL,DMA,PU,47-47-47.7000N,103-15-18.7000W,PU,,General Aviation,,N,100LLA,AGRI  INSTR  RNTL,32,7300 
06058.*A,5IA3,WATKINS PRIVATE,HUMESTON,IA,ACE,NONE,PR,40-50-38.0100N,093-32-33.7770W,PR,,NON-NPIAS,,N,,,0,0 
19298.*A,JWG,WATONGA RGNL,WATONGA,OK,ASW,AOK,PU,35-51-52.4000N,098-25-14.7000W,PU,,General Aviation,,N,100LL,AGRI,20,2900 
26243.52*A,3WA4,WATSON,KAHLOTUS,WA,ANM,SEA,PR,46-42-59.5100N,118-37-03.9650W,PR,,NON-NPIAS,,N,,,0,0 
03459.02*A,49FD,WATSON FARM,QUINCY,FL,ASO,ORL,PR,30-36-43.0000N,084-38-30.0000W,PR,,NON-NPIAS,,N,,,2,0 
03532.4*A,FL33,WATSON FLIGHT STRIP,TRENTON,FL,ASO,ORL,PR,29-40-05.8540N,082-49-34.4360W,PR,,NON-NPIAS,,N,,,1,0 
90499.*A,CYQH,WATSON LAKE,WATSON LAKE,,,NONE,PU,60-06-59.0000N,128-49-21.0000W,PR,,NON-NPIAS,,N,,,0,0 
02429.11*H,CL99,WATSONVILLE COMMUNITY HOSPITAL,WATSONVILLE,CA,AWP,SFO,PR,36-56-23.8280N,121-46-33.8240W,PU,,NON-NPIAS,,N,,,0,0 
02429.*A,WVI,WATSONVILLE MUNI,WATSONVILLE,CA,AWP,SFO,PU,36-56-08.6000N,121-47-22.7000W,PU,,General Aviation,,N,100LLA,CHTR  INSTR  PAJA  RNTL  SALES,373,65100 
04596.12*A,2IL2,WATTERS,DWIGHT,IL,AGL,CHI,PR,41-03-12.1150N,088-27-40.2110W,PR,,NON-NPIAS,,N,,,3,0 
11419.*A,02MS,WATTS FIELD,ROCHDALE,MS,ASO,JAN,PR,34-06-00.3850N,090-50-48.3770W,PR,,NON-NPIAS,,N,,AGRI,0,1000 
19347.01*A,OG44,WATTS LANDING,AMITY,OR,ANM,SEA,PR,45-09-12.2000N,123-14-14.1000W,PR,,NON-NPIAS,,N,,,1,0 
02467.*A,O41,WATTS-WOODLAND,WOODLAND,CA,AWP,SFO,PU,38-40-25.9550N,121-52-19.4780W,PR,,NON-NPIAS,,N,100LLA,INSTR  RNTL  SALES,67,23000 
03546.1*A,CHN,WAUCHULA MUNI,WAUCHULA,FL,ASO,ORL,PU,27-30-53.7000N,081-52-49.7000W,PU,,General Aviation,,N,100LL,AGRI  PAJA,39,8200 
04503.*A,UGN,WAUKEGAN RGNL,CHICAGO/WAUKEGAN,IL,AGL,CHI,PU,42-25-19.7760N,087-52-04.4650W,PU,,Reliever,,Y,100LLA,AFRT  AVNCS  CARGO  CHTR  INSTR  RNTL,157,45015 
27661.*A,UES,WAUKESHA COUNTY,WAUKESHA,WI,AGL,CHI,PU,43-02-27.7000N,088-14-13.4000W,PU,,Reliever,,Y,100LLA,AVNCS  CHTR  INSTR  RNTL  SALES,182,56451 
27661.02*H,6WI8,WAUKESHA MEMORIAL HOSPITAL,WAUKESHA,WI,AGL,CHI,PR,43-00-39.6420N,088-14-34.1340W,PR,,NON-NPIAS,,N,,,0,0 
06406.1*A,Y01,WAUKON MUNI,WAUKON,IA,ACE,NONE,PU,43-16-49.7140N,091-28-10.3010W,PU,,NON-NPIAS,,N,100LL,,4,1000 
27663.*A,6P3,WAUNAKEE,WAUNAKEE,WI,AGL,CHI,PU,43-10-43.4000N,089-27-04.6000W,PR,,NON-NPIAS,,N,100LLMOGAS,,37,8000 
27664.*A,PCZ,WAUPACA MUNI,WAUPACA,WI,AGL,CHI,PU,44-19-59.7000N,089-01-11.2000W,PU,,General Aviation,,N,100LLA,INSTR  RNTL,30,20160 
27666.2*A,WI07,WAUPUN,WAUPUN,WI,AGL,CHI,PR,43-37-19.9580N,088-46-00.3880W,PR,,NON-NPIAS,,N,100LL,AGRI  CHTR  INSTR  RNTL  SALES,51,25500 
27666.21*H,WS75,WAUPUN MEMORIAL HOSPITAL,WAUPUN,WI,AGL,CHI,PR,43-37-53.0000N,088-44-45.0000W,PR,,NON-NPIAS,,N,,,0,0 
